Student_ID,Age,Gender,Year_of_Study,Average_Screen_Time_per_Day,Main_Purpose_of_Use,Number_of_Social_Media_Apps,Daily_Social_Media_Usage_Hours,Mobile_Usage_Before_Sleep,Sleep_Hours_Per_Night,Academic_Performance_CGPA,Anxiety_Level,Stress_Level,Participation_in_Physical_Activities,Feelings_of_Loneliness,Family_Background,Hostel_or_Day_Scholar,Has_Smartphone_Since,Expenditure_on_Mobile_Per_Month,Attempts_to_Reduce_Usage,Self_Reported_Addiction_Level,Favorite_App,Average_YouTube_Watch_Time_Per_Day,Gaming_Hours_Per_Week,TikTok_Reels_Usage_Hours_Per_Day,Daily_Number_of_Mobile_Unlocks,Notifications_Received_Per_Day,FOMO_Level,Self_Control_Rating_Out_of_10,Parental_Restrictions,Previous_Attempts_to_Quit_Social_Media,Mindfulness_Practice,Physical_Exercise_Hours_Per_Week,Relationship_Status,Part_Time_Job,Average_Data_Consumption_Per_Day_GB,Preferred_Screen_Brightness_Percentage,Preferred_Device_Brand,Peer_Pressure_Experience,Depression_Symptoms,Hours_Spent_on_Online_Shopping_Per_Week,Involvement_in_Student_Organizations,Daily_Whatsapp_Messages_Sent,Screen_Time_on_Weekends,Screen_Time_on_Weekdays,Usage_of_Productivity_Apps,Time_Spent_on_Educational_Content_Per_Week,Average_Battery_Consumption_Per_Day_Percentage,Participates_in_Digital_Detox_Camps,Uses_Screen_Time_Management_Apps
S0783,25,Male,1st,7.1,Gaming,9,5.7,80,6.0,9.53,High,Moderate,No,Sometimes,Rural,Day Scholar,2,1399,No,Mild,YouTube,1.4,2.3,1.0,63,222,Moderate,1.4,Yes,No,Yes,1.8,Complicated,Yes,1.36,87,Apple,Rarely,Mild,1.2,Yes,93,5.8,5.7,Yes,6.2,34,Yes,No
S0784,21,Male,4th,6.2,Study,8,3.1,32,6.7,7.83,Low,High,Yes,Often,Urban,Hostel,5,1941,No,None,WhatsApp,1.6,4.9,1.5,36,158,Moderate,6.1,Yes,No,Yes,3.4,Single,Yes,4.44,96,Samsung,Always,None,1.5,No,239,8.1,5.1,Yes,6.4,84,Yes,Yes
S0785,19,Male,2nd,6.7,Entertainment,9,2.4,50,7.0,6.77,Moderate,Low,Yes,Never,Urban,Day Scholar,4,1532,No,Mild,Telegram,0.8,3.9,1.8,44,160,High,4.7,Yes,Yes,No,2.6,Complicated,No,2.24,37,Samsung,Rarely,Severe,2.1,Yes,306,11.2,5.8,Yes,3.4,55,Yes,No
S0786,18,Female,3rd,7.4,Entertainment,6,3.1,113,4.8,6.91,Low,Moderate,Yes,Sometimes,Rural,Day Scholar,9,439,No,Mild,WhatsApp,2.3,1.7,0.6,67,83,High,8.0,Yes,Yes,Yes,0.7,Complicated,No,1.01,48,Xiaomi,Never,Moderate,3.2,No,231,8.5,3.4,Yes,5.5,33,No,Yes
S0787,24,Male,1st,5.4,Social Media,6,3.0,102,6.0,7.06,Low,Low,Yes,Sometimes,Rural,Hostel,6,252,Yes,Mild,Facebook,1.5,4.5,2.1,104,136,High,4.6,Yes,No,No,0.0,Complicated,Yes,1.94,49,OnePlus,Rarely,Severe,0.8,No,440,4.9,6.8,Yes,5.4,56,Yes,Yes
S0788,25,Other,3rd,5.1,Study,7,1.0,89,6.2,8.64,High,Low,No,Sometimes,Rural,Hostel,9,1688,Yes,Moderate,Snapchat,1.6,6.3,0.5,125,62,High,7.2,Yes,Yes,No,1.8,Single,Yes,1.36,26,OnePlus,Never,Moderate,1.0,Yes,163,6.9,7.1,Yes,4.3,87,Yes,No
S0789,25,Male,4th,5.7,Gaming,5,3.4,111,6.8,7.26,High,Moderate,Yes,Often,Rural,Hostel,5,1521,Yes,Severe,Instagram,1.2,6.6,1.5,120,56,High,1.9,Yes,No,Yes,1.2,Single,No,1.37,60,Samsung,Rarely,None,0.0,Yes,63,8.4,4.3,No,2.5,32,Yes,Yes
S0790,24,Other,3rd,6.3,Social Media,3,2.7,37,7.7,9.28,Low,Low,No,Often,Rural,Hostel,8,1567,No,Mild,Snapchat,0.8,11.5,0.6,123,81,Low,2.2,Yes,No,No,2.5,In a Relationship,No,3.77,93,Other,Never,None,2.5,No,128,8.0,3.7,No,1.9,79,No,Yes
S0791,23,Female,4th,5.0,Study,7,3.0,57,5.7,9.72,Low,High,No,Sometimes,Rural,Hostel,5,1746,No,Moderate,Telegram,1.2,6.4,0.6,81,72,Moderate,2.3,Yes,Yes,Yes,0.9,Complicated,No,1.86,56,Apple,Never,None,1.7,Yes,207,4.9,4.4,No,3.1,55,No,No
S0792,25,Other,4th,5.4,Study,2,2.1,47,6.0,6.68,Moderate,High,No,Often,Rural,Hostel,9,1103,No,Severe,Telegram,1.6,8.5,0.6,110,226,Low,1.4,No,Yes,Yes,1.1,Single,Yes,4.74,46,Apple,Never,Moderate,2.4,Yes,432,7.9,6.8,Yes,0.4,47,Yes,No
S0793,22,Other,2nd,6.6,Study,8,1.9,40,6.0,7.8,Moderate,High,Yes,Often,Rural,Day Scholar,9,526,Yes,Mild,Snapchat,1.8,5.2,1.0,129,249,High,5.9,No,No,Yes,3.6,Single,Yes,3.07,40,Apple,Always,None,2.3,No,282,6.6,5.6,Yes,2.0,36,Yes,Yes
S0794,21,Male,4th,6.2,Gaming,8,3.9,23,5.7,5.48,High,High,Yes,Never,Urban,Day Scholar,2,1102,Yes,Mild,Snapchat,1.6,10.0,1.3,112,291,High,8.1,No,No,No,2.2,Complicated,Yes,2.84,62,Other,Often,Mild,2.8,Yes,207,6.1,5.4,No,4.2,74,Yes,Yes
S0795,18,Male,2nd,5.7,Gaming,3,4.1,106,6.2,6.0,Moderate,Low,No,Sometimes,Rural,Day Scholar,6,1610,No,Severe,Facebook,1.7,12.2,1.3,36,288,Moderate,6.5,No,No,Yes,0.9,Complicated,No,2.74,70,Other,Rarely,Severe,2.0,Yes,137,8.1,5.5,No,1.7,42,Yes,No
S0796,24,Other,2nd,3.4,Entertainment,6,3.4,82,7.3,7.07,Moderate,High,No,Sometimes,Rural,Day Scholar,3,303,Yes,Moderate,WhatsApp,1.3,6.6,0.5,136,96,Low,6.2,Yes,No,Yes,2.0,Complicated,Yes,3.77,90,Apple,Often,Mild,1.3,Yes,101,10.5,4.7,Yes,6.1,35,No,Yes
S0797,22,Male,2nd,6.0,Entertainment,9,1.2,100,5.4,6.03,High,Moderate,No,Often,Rural,Hostel,2,1235,Yes,Moderate,Instagram,1.7,2.0,0.5,74,214,High,7.1,No,No,No,4.1,In a Relationship,No,2.81,32,Apple,Often,Moderate,2.2,Yes,18,5.5,6.2,No,3.5,64,No,No
S0798,24,Female,1st,4.5,Study,8,3.5,97,6.9,9.38,Moderate,High,No,Sometimes,Urban,Day Scholar,2,424,No,None,Snapchat,2.2,3.4,0.5,88,275,High,4.1,No,No,Yes,2.4,In a Relationship,Yes,1.51,72,Other,Often,None,2.4,Yes,484,7.9,8.0,Yes,4.6,82,No,No
S0799,18,Female,1st,7.5,Study,3,1.2,86,4.8,5.79,Low,Moderate,Yes,Sometimes,Urban,Day Scholar,3,1381,No,Severe,Instagram,1.9,5.8,0.9,50,225,High,4.3,No,Yes,Yes,2.9,In a Relationship,No,4.52,82,Apple,Often,Severe,1.7,No,236,6.8,4.4,No,2.6,97,No,Yes
S0800,20,Male,4th,5.5,Gaming,8,2.3,99,5.9,7.28,Moderate,Moderate,No,Sometimes,Rural,Hostel,3,1049,Yes,None,Snapchat,1.9,6.4,0.9,57,78,High,3.8,Yes,Yes,Yes,0.9,Complicated,Yes,2.71,76,Other,Rarely,None,2.1,Yes,55,8.2,6.7,Yes,4.3,71,No,No
S0801,18,Female,2nd,4.5,Entertainment,8,3.9,38,6.2,8.03,High,High,Yes,Often,Urban,Day Scholar,8,1651,No,Moderate,WhatsApp,1.6,7.1,0.5,32,214,Low,7.4,Yes,Yes,No,3.5,Single,No,1.3,44,Xiaomi,Rarely,None,0.7,Yes,143,7.2,5.6,Yes,0.7,33,No,No
S0802,23,Male,1st,5.9,Study,5,3.7,60,8.2,8.46,Low,High,Yes,Often,Urban,Hostel,8,1050,Yes,Mild,Instagram,0.7,6.4,1.1,43,72,Low,2.5,No,No,No,5.5,Complicated,No,3.12,32,Samsung,Often,Severe,0.7,No,461,5.8,5.6,Yes,3.8,89,Yes,Yes
S0803,18,Other,2nd,7.9,Entertainment,2,3.5,58,6.2,6.92,Moderate,Low,Yes,Often,Urban,Hostel,2,1473,Yes,None,YouTube,1.0,5.0,2.1,31,87,High,1.1,No,No,Yes,0.8,Single,No,3.59,56,Samsung,Rarely,Severe,0.3,Yes,25,5.8,7.8,Yes,4.0,74,No,Yes
S0804,18,Other,3rd,6.9,Entertainment,5,4.3,52,4.3,9.35,Low,Moderate,Yes,Never,Rural,Hostel,5,1038,Yes,Moderate,WhatsApp,1.7,3.1,0.7,58,270,Low,6.4,No,Yes,Yes,0.2,In a Relationship,No,2.1,49,Other,Rarely,Mild,2.3,No,224,7.9,7.2,No,5.6,95,No,Yes
S0805,23,Female,3rd,6.3,Study,2,3.6,101,4.5,7.84,Low,High,No,Sometimes,Rural,Day Scholar,4,1056,No,Moderate,Instagram,1.5,6.2,0.8,47,176,High,9.5,Yes,Yes,Yes,2.3,In a Relationship,Yes,4.2,31,Apple,Never,Mild,2.7,No,121,7.3,5.7,Yes,0.0,51,No,Yes
S0806,21,Male,3rd,4.0,Gaming,8,1.0,101,6.5,7.2,Moderate,Low,Yes,Never,Rural,Hostel,4,1801,Yes,Mild,Snapchat,1.7,10.6,1.3,66,93,Moderate,6.5,No,Yes,No,3.3,In a Relationship,No,3.68,84,Samsung,Rarely,Mild,0.6,Yes,352,8.2,7.1,Yes,1.7,41,Yes,No
S0807,25,Male,4th,8.4,Study,7,2.6,81,7.1,5.34,Moderate,High,No,Often,Rural,Day Scholar,2,1936,Yes,Severe,Snapchat,2.3,8.1,0.7,74,54,Moderate,8.0,No,No,Yes,1.9,Single,Yes,3.6,37,OnePlus,Always,Mild,2.2,Yes,166,3.8,3.1,No,0.0,80,No,No
S0808,18,Female,2nd,5.1,Study,9,3.0,96,6.9,7.32,High,High,Yes,Never,Rural,Day Scholar,5,993,No,Moderate,WhatsApp,1.9,6.6,1.3,74,229,Moderate,7.1,Yes,No,Yes,0.4,Single,Yes,2.68,81,Apple,Often,Mild,2.4,No,434,9.2,2.4,No,1.3,46,No,No
S0809,23,Other,3rd,7.4,Entertainment,6,2.8,102,6.7,9.1,High,High,No,Sometimes,Rural,Day Scholar,3,534,No,None,WhatsApp,2.1,8.1,0.6,53,89,Low,5.5,No,No,Yes,1.8,Complicated,No,4.85,43,Other,Rarely,Moderate,1.6,Yes,461,9.8,4.7,No,2.8,65,No,Yes
S0810,22,Female,1st,5.5,Study,8,2.4,14,7.7,8.07,Low,Moderate,No,Sometimes,Rural,Hostel,7,1549,Yes,Mild,Snapchat,1.5,3.9,1.9,149,188,High,7.5,No,Yes,No,2.9,Complicated,No,2.1,79,OnePlus,Often,Moderate,3.6,No,327,7.3,4.2,Yes,4.2,78,No,No
S0811,20,Other,3rd,7.3,Gaming,2,2.0,51,6.0,9.16,High,High,No,Often,Urban,Hostel,2,1403,No,Severe,Instagram,1.1,3.5,1.2,75,127,Moderate,8.4,No,Yes,No,1.4,Complicated,Yes,3.31,36,Other,Rarely,None,0.5,Yes,369,8.3,5.4,Yes,7.5,45,Yes,Yes
S0812,20,Male,3rd,8.0,Study,2,5.4,16,7.4,7.47,Low,Low,No,Often,Rural,Hostel,6,470,No,Severe,YouTube,1.5,2.8,0.7,41,297,Moderate,3.0,No,Yes,No,2.9,In a Relationship,Yes,2.24,79,Apple,Often,None,1.6,Yes,385,9.0,7.4,No,5.7,73,Yes,No
S0813,18,Other,3rd,7.0,Gaming,2,2.6,51,4.9,5.59,Low,High,No,Never,Rural,Day Scholar,5,1793,Yes,Severe,Facebook,1.1,4.6,0.7,82,290,Low,4.0,No,No,No,3.7,Complicated,Yes,3.98,28,Xiaomi,Always,Mild,-0.9,No,433,6.6,5.4,No,2.0,51,Yes,Yes
S0814,21,Female,4th,7.1,Gaming,8,5.4,45,5.6,5.07,High,High,Yes,Often,Rural,Day Scholar,6,1032,No,Moderate,WhatsApp,2.3,3.7,0.7,74,155,Low,3.0,No,Yes,No,2.4,In a Relationship,Yes,1.19,71,Xiaomi,Rarely,None,2.3,No,455,7.5,7.1,No,4.4,37,No,Yes
S0815,21,Male,1st,5.9,Entertainment,3,1.9,114,4.7,6.52,High,Low,No,Never,Rural,Hostel,6,348,Yes,Severe,Snapchat,1.9,8.6,1.7,61,179,Moderate,5.1,No,Yes,Yes,2.0,Single,Yes,1.18,34,Xiaomi,Rarely,Moderate,1.3,No,417,8.0,7.1,Yes,5.5,47,Yes,No
S0816,22,Female,2nd,5.3,Social Media,7,3.7,36,6.2,8.49,High,Low,Yes,Sometimes,Rural,Day Scholar,2,990,No,Moderate,Instagram,1.8,3.6,0.4,47,212,High,9.0,No,No,Yes,3.2,In a Relationship,Yes,4.24,96,Apple,Always,Moderate,0.0,No,399,6.0,3.1,No,2.8,67,Yes,Yes
S0817,18,Female,1st,6.2,Social Media,3,3.2,67,6.5,8.95,Moderate,Moderate,No,Sometimes,Rural,Hostel,5,280,No,Mild,WhatsApp,2.1,2.6,0.7,42,222,High,4.1,Yes,No,Yes,0.7,In a Relationship,Yes,2.74,47,Apple,Rarely,None,2.6,No,305,7.3,6.8,No,2.9,58,Yes,No
S0818,20,Other,2nd,5.5,Entertainment,6,2.1,55,6.6,6.48,Low,Moderate,Yes,Sometimes,Rural,Hostel,6,802,Yes,Mild,Instagram,0.5,10.8,0.7,33,98,High,4.4,No,Yes,Yes,0.6,In a Relationship,No,2.36,28,OnePlus,Often,Mild,1.8,No,207,3.0,7.5,Yes,2.5,31,Yes,No
S0819,21,Female,4th,9.7,Study,8,2.5,75,6.6,7.48,Low,Moderate,Yes,Sometimes,Rural,Day Scholar,8,1098,Yes,Severe,WhatsApp,1.8,3.6,1.0,52,172,Moderate,8.7,No,No,No,1.6,Single,Yes,3.43,75,Apple,Always,Moderate,1.7,No,67,5.8,7.6,Yes,4.0,88,Yes,No
S0820,18,Other,4th,4.5,Entertainment,2,3.0,34,5.6,7.11,Low,Moderate,Yes,Sometimes,Urban,Day Scholar,9,1774,No,Mild,Snapchat,0.8,5.5,0.9,91,84,Low,5.6,No,Yes,No,1.3,Single,Yes,3.81,94,Apple,Never,Severe,3.1,No,407,9.9,5.6,Yes,3.8,71,No,No
S0821,24,Male,4th,7.5,Gaming,7,2.2,82,6.3,7.05,High,Low,No,Never,Urban,Hostel,8,177,No,None,Instagram,1.5,6.4,0.3,83,155,High,5.8,Yes,No,Yes,0.8,Complicated,No,1.8,55,OnePlus,Often,Severe,1.2,No,87,7.8,5.9,No,3.3,50,No,Yes
S0822,21,Other,4th,6.8,Social Media,7,2.7,36,5.0,6.16,High,High,Yes,Sometimes,Rural,Day Scholar,5,1018,No,None,Snapchat,1.3,1.6,0.8,103,269,Moderate,8.7,No,No,No,4.7,Complicated,Yes,1.74,75,OnePlus,Rarely,None,2.6,No,251,5.4,6.0,Yes,6.5,31,No,No
S0823,23,Male,2nd,6.3,Entertainment,4,0.6,10,7.9,5.68,High,High,No,Never,Rural,Hostel,4,984,Yes,Moderate,Instagram,1.8,8.7,1.0,84,121,Moderate,5.4,Yes,No,Yes,5.3,Complicated,Yes,4.83,90,Other,Often,Mild,2.8,Yes,438,4.5,5.7,Yes,5.0,34,No,No
S0824,24,Other,3rd,8.2,Study,6,3.7,96,6.2,5.98,High,High,No,Sometimes,Urban,Hostel,9,435,No,Severe,WhatsApp,1.6,6.9,0.7,98,209,Low,7.1,No,No,No,1.5,Single,No,3.36,39,Samsung,Always,None,1.4,Yes,376,12.0,4.2,No,0.0,46,No,No
S0825,25,Female,2nd,6.4,Entertainment,9,4.2,83,6.0,5.28,High,Moderate,Yes,Never,Rural,Day Scholar,7,149,Yes,Moderate,Facebook,2.2,9.7,1.3,143,245,High,1.8,Yes,No,Yes,2.1,Single,Yes,2.56,74,Samsung,Rarely,Mild,2.0,No,108,5.6,4.6,Yes,0.0,53,No,Yes
S0826,21,Other,1st,5.0,Social Media,9,3.5,51,8.1,5.99,Moderate,Low,Yes,Never,Rural,Hostel,6,184,No,Mild,Facebook,1.2,3.0,1.5,69,158,Moderate,2.6,Yes,No,Yes,1.7,Single,Yes,4.21,79,Other,Rarely,Mild,3.7,Yes,15,6.0,6.7,No,3.8,37,Yes,No
S0827,20,Other,4th,6.4,Entertainment,7,5.3,61,5.3,5.05,High,Low,No,Never,Urban,Day Scholar,6,1818,No,Severe,YouTube,1.9,5.3,1.0,43,174,High,4.6,Yes,Yes,Yes,3.7,Single,No,3.1,54,Xiaomi,Always,Severe,1.0,No,288,8.2,5.6,No,2.8,59,Yes,Yes
S0828,19,Male,4th,5.7,Entertainment,8,3.7,34,5.4,8.14,Low,Low,No,Often,Rural,Hostel,5,794,No,Moderate,YouTube,1.6,5.1,1.1,127,120,High,5.5,No,Yes,No,4.0,Single,No,1.97,93,Apple,Never,Moderate,2.6,Yes,327,5.3,6.0,Yes,0.0,79,No,No
S0829,24,Female,1st,6.8,Social Media,2,4.1,63,5.4,6.58,High,High,No,Never,Rural,Day Scholar,8,103,No,Severe,Telegram,0.7,5.8,0.0,57,88,High,9.7,No,Yes,Yes,0.0,In a Relationship,Yes,1.83,20,OnePlus,Rarely,Moderate,2.1,Yes,221,7.8,7.4,No,0.0,51,No,No
S0830,25,Other,2nd,7.2,Gaming,2,4.2,76,6.4,9.87,Low,Moderate,No,Never,Rural,Day Scholar,7,1092,No,Severe,Snapchat,1.0,0.6,0.8,101,225,Moderate,9.7,Yes,No,Yes,2.7,Complicated,No,2.59,97,OnePlus,Rarely,None,3.3,Yes,282,7.1,5.9,No,2.5,88,No,No
S0831,22,Female,3rd,4.7,Gaming,7,0.2,15,6.9,5.97,High,Low,No,Sometimes,Urban,Hostel,4,416,Yes,Moderate,Instagram,1.4,5.3,1.5,109,140,High,8.7,No,No,No,0.0,In a Relationship,No,4.44,64,Xiaomi,Rarely,None,2.0,Yes,93,4.7,4.1,No,3.5,53,No,No
S0832,22,Other,3rd,7.8,Social Media,3,3.4,67,7.2,6.73,High,Moderate,No,Never,Urban,Day Scholar,6,1234,Yes,Severe,YouTube,2.1,0.7,0.8,124,86,Low,3.8,Yes,Yes,Yes,4.6,Complicated,Yes,1.25,88,OnePlus,Never,Mild,2.7,Yes,121,7.1,9.1,Yes,3.6,55,Yes,No
S0833,20,Other,1st,5.6,Entertainment,6,1.6,79,9.1,6.79,Low,Low,Yes,Never,Rural,Day Scholar,2,1457,Yes,Mild,WhatsApp,1.7,6.1,0.6,100,237,Moderate,9.7,No,Yes,No,2.7,In a Relationship,No,1.87,59,Xiaomi,Often,Moderate,0.4,No,207,7.7,5.4,No,1.8,90,Yes,Yes
S0834,21,Female,3rd,6.7,Social Media,2,1.8,62,4.3,5.04,Low,Moderate,No,Often,Urban,Hostel,8,1974,No,None,Facebook,0.9,0.0,2.1,96,130,Moderate,7.2,No,Yes,No,0.8,Single,No,4.57,57,Other,Never,Mild,-0.1,Yes,369,4.9,5.3,No,1.9,37,No,Yes
S0835,18,Other,2nd,6.9,Gaming,7,2.0,75,7.1,9.2,Low,Low,No,Sometimes,Urban,Day Scholar,5,862,Yes,None,Instagram,1.4,0.0,1.9,58,251,High,4.5,Yes,No,No,1.6,Complicated,Yes,1.49,43,Xiaomi,Often,Severe,1.0,Yes,390,8.0,6.2,Yes,2.0,41,No,No
S0836,21,Female,2nd,6.6,Study,2,2.7,67,5.9,5.16,Low,Moderate,Yes,Often,Urban,Hostel,5,1256,Yes,Severe,Telegram,2.5,7.5,1.2,129,181,High,7.3,Yes,Yes,Yes,1.6,In a Relationship,Yes,3.52,23,Samsung,Rarely,Severe,1.6,No,37,8.4,5.6,Yes,4.0,43,No,No
S0837,20,Other,1st,5.8,Entertainment,9,3.7,91,5.9,9.7,Moderate,Low,Yes,Often,Rural,Day Scholar,8,711,No,None,Facebook,1.6,3.4,1.6,90,72,High,1.1,No,Yes,No,2.8,Complicated,No,1.85,88,Xiaomi,Often,Mild,1.6,Yes,150,5.0,5.7,No,0.0,59,No,No
S0838,22,Male,2nd,5.3,Gaming,7,3.4,96,5.9,9.46,Low,Low,Yes,Often,Urban,Hostel,6,1104,No,Severe,Instagram,1.3,2.0,0.0,132,191,Moderate,2.3,Yes,Yes,No,3.6,Single,No,3.42,32,Other,Often,Mild,3.1,Yes,422,8.0,5.0,No,3.0,84,No,Yes
S0839,21,Female,4th,5.6,Entertainment,6,3.0,11,5.6,7.68,High,Moderate,No,Never,Urban,Hostel,4,1013,Yes,Moderate,YouTube,1.7,8.8,0.6,97,54,Low,8.5,Yes,Yes,No,0.3,Single,Yes,2.53,40,Xiaomi,Often,Mild,1.6,Yes,182,7.5,7.3,Yes,5.0,90,No,No
S0840,22,Other,1st,8.3,Social Media,7,3.7,85,8.2,7.72,High,Moderate,Yes,Often,Urban,Hostel,6,1807,Yes,Mild,YouTube,1.9,6.0,0.8,38,243,Low,6.8,No,No,Yes,4.8,Complicated,Yes,1.41,51,Other,Often,Mild,2.0,Yes,29,6.3,7.5,No,2.3,91,Yes,Yes
S0841,24,Other,2nd,4.7,Study,4,3.8,31,7.3,8.27,Moderate,High,Yes,Often,Rural,Hostel,8,898,Yes,None,Snapchat,1.3,7.6,0.9,148,159,Moderate,4.3,Yes,Yes,No,4.4,Complicated,No,3.33,57,Samsung,Rarely,Mild,2.1,Yes,451,6.5,8.5,Yes,3.3,60,Yes,No
S0842,25,Male,1st,4.9,Social Media,7,3.4,46,6.5,6.94,Low,Moderate,No,Sometimes,Urban,Day Scholar,9,218,Yes,Moderate,Telegram,1.8,4.5,0.8,46,201,Low,5.5,No,Yes,Yes,0.7,Single,Yes,3.73,51,Apple,Always,Severe,1.4,Yes,474,7.8,8.8,Yes,3.8,56,Yes,No
S0843,18,Female,3rd,4.9,Study,7,1.3,29,7.9,8.24,High,Low,No,Sometimes,Urban,Hostel,3,449,Yes,Mild,Instagram,1.3,13.0,0.0,78,67,High,9.1,No,No,No,2.1,Single,Yes,3.72,98,Other,Never,Severe,2.0,Yes,126,5.8,2.8,Yes,1.7,30,Yes,No
S0844,24,Other,2nd,6.2,Entertainment,8,2.3,112,5.0,5.22,Moderate,Low,No,Sometimes,Rural,Day Scholar,6,1016,Yes,None,Telegram,1.9,3.2,1.2,92,76,Moderate,6.7,Yes,No,No,4.6,Single,No,3.55,76,Apple,Often,Severe,3.1,No,63,8.2,6.7,No,2.8,70,No,Yes
S0845,22,Male,4th,3.7,Entertainment,9,3.0,33,5.2,5.27,High,Moderate,No,Sometimes,Urban,Hostel,7,786,Yes,None,WhatsApp,1.6,10.2,1.3,113,73,Low,4.6,Yes,No,Yes,3.8,In a Relationship,No,3.0,67,Other,Rarely,None,2.3,No,236,5.4,4.0,Yes,0.4,43,Yes,No
S0846,22,Other,2nd,4.0,Social Media,6,3.7,93,4.3,7.29,Moderate,High,Yes,Often,Urban,Day Scholar,9,641,No,Mild,Telegram,1.7,4.8,1.8,107,78,Moderate,2.1,Yes,No,Yes,1.5,Complicated,Yes,3.08,49,Xiaomi,Rarely,Severe,2.6,No,118,5.5,7.7,Yes,4.0,79,Yes,Yes
S0847,19,Female,1st,5.6,Study,8,1.7,74,5.8,7.75,Moderate,Moderate,No,Sometimes,Urban,Hostel,8,1178,Yes,Moderate,YouTube,1.1,0.0,0.6,75,188,Low,3.6,No,No,Yes,3.2,Single,Yes,3.54,90,Apple,Rarely,Moderate,2.3,Yes,240,4.4,6.3,Yes,3.3,71,No,No
S0848,19,Other,1st,4.1,Study,7,3.0,74,6.7,9.44,Low,Low,Yes,Never,Rural,Day Scholar,9,460,No,Moderate,Snapchat,1.1,6.4,0.6,122,289,Moderate,9.8,Yes,Yes,No,6.5,Complicated,No,3.76,57,Other,Rarely,Moderate,3.6,Yes,329,3.6,4.7,No,5.3,69,Yes,Yes
S0849,24,Other,2nd,4.2,Entertainment,6,1.4,90,6.6,5.52,Moderate,Low,No,Often,Rural,Day Scholar,7,807,No,None,YouTube,2.0,5.9,0.0,42,195,Low,4.9,No,Yes,No,2.2,In a Relationship,Yes,3.62,63,Other,Often,Mild,0.9,No,317,7.3,4.1,No,4.8,43,Yes,Yes
S0850,23,Other,4th,4.1,Social Media,4,4.0,10,6.6,9.11,High,High,Yes,Sometimes,Urban,Hostel,9,1576,No,Mild,Facebook,1.5,1.8,0.9,129,172,Moderate,5.2,Yes,Yes,Yes,1.1,In a Relationship,No,3.35,45,Apple,Never,Severe,4.5,No,238,3.1,4.8,Yes,5.4,40,Yes,No
S0851,24,Other,4th,4.7,Study,6,3.2,118,5.1,6.05,High,Moderate,No,Often,Urban,Hostel,9,1676,Yes,Moderate,YouTube,1.6,2.2,1.5,74,177,Moderate,5.5,Yes,No,Yes,2.3,Single,Yes,1.62,21,Other,Rarely,Mild,3.0,No,308,7.7,4.6,Yes,5.5,92,No,Yes
S0852,19,Male,4th,7.1,Entertainment,2,1.7,103,7.3,6.97,Low,Low,No,Sometimes,Urban,Hostel,8,784,Yes,Mild,Instagram,1.3,4.9,0.7,82,161,Moderate,9.0,No,Yes,Yes,2.4,Complicated,Yes,1.84,62,Apple,Never,Mild,3.2,Yes,96,6.8,7.8,No,1.6,78,No,No
S0853,22,Male,1st,7.4,Gaming,8,1.6,114,6.7,6.58,Low,Low,No,Often,Urban,Day Scholar,3,429,No,Mild,Snapchat,1.9,6.0,2.1,46,166,Moderate,6.4,Yes,No,Yes,1.2,In a Relationship,Yes,2.04,62,Samsung,Never,Moderate,3.3,No,283,10.8,5.9,No,4.0,66,No,No
S0854,20,Female,2nd,8.9,Social Media,6,3.4,12,7.2,7.0,Moderate,Low,Yes,Sometimes,Urban,Day Scholar,7,318,Yes,None,Instagram,1.2,0.0,0.9,76,181,Moderate,7.2,Yes,No,Yes,2.7,Complicated,No,4.68,82,OnePlus,Never,Moderate,3.0,Yes,237,8.2,4.3,No,4.3,39,No,No
S0855,24,Male,3rd,8.8,Gaming,9,4.4,55,4.6,5.75,Low,Moderate,Yes,Never,Urban,Day Scholar,7,307,Yes,Mild,WhatsApp,1.4,8.2,1.1,91,82,High,4.5,No,Yes,No,0.1,Complicated,No,4.04,92,Samsung,Always,Mild,0.7,No,349,8.0,6.4,Yes,1.8,83,Yes,No
S0856,22,Male,1st,7.2,Social Media,4,1.9,64,6.8,7.52,High,Moderate,Yes,Sometimes,Rural,Day Scholar,2,1793,No,Mild,WhatsApp,1.9,3.5,0.3,79,255,Moderate,1.3,Yes,No,No,1.0,Single,Yes,3.21,77,Apple,Rarely,Moderate,0.9,No,319,5.7,6.4,No,5.5,36,No,Yes
S0857,20,Female,4th,7.5,Entertainment,5,3.8,84,5.3,9.01,High,High,No,Often,Urban,Hostel,5,944,Yes,Severe,YouTube,2.1,1.0,1.1,72,285,Moderate,9.4,Yes,Yes,Yes,3.1,In a Relationship,Yes,2.01,67,Xiaomi,Rarely,Mild,2.7,Yes,325,5.9,5.6,Yes,2.8,41,No,No
S0858,20,Male,2nd,6.2,Study,7,2.5,97,6.1,7.21,Low,Low,Yes,Often,Urban,Hostel,7,1863,No,Mild,Snapchat,1.2,7.8,0.0,97,297,Moderate,9.5,No,No,Yes,0.0,In a Relationship,No,1.44,24,Xiaomi,Rarely,Mild,2.6,Yes,388,6.2,7.7,Yes,4.3,84,No,Yes
S0859,19,Male,4th,6.8,Study,6,3.8,95,7.0,7.45,Low,Low,No,Never,Urban,Hostel,5,184,No,Moderate,Telegram,2.5,4.9,1.3,113,91,Low,9.5,Yes,Yes,No,3.4,In a Relationship,No,4.6,95,OnePlus,Never,Mild,2.9,Yes,80,6.9,6.7,No,5.2,65,Yes,No
